Month;Hyodyke_new;Point figure;Annual change (%);Monthly change (%);Annual impact (%-units);Monthly impact (%-units);Date
2013M05;02 ALCOHOLIC BEVERAGES, TOBACCO;110,41;1,75;0,03;0,097;0,002;2013-05-01
2013M05;03 CLOTHING AND FOOTWEAR;105,65;-0,21;0,39;-0,012;0,021;2013-05-01
2013M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;108,17;-0,12;0,25;-0,028;0,054;2013-05-01
2013M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,78;1,54;-0,30;0,087;-0,017;2013-05-01
2013M05;06 HEALTH;101,52;0,21;0,22;0,010;0,011;2013-05-01
2013M05;07 TRANSPORT;109,59;1,03;-0,43;0,138;-0,058;2013-05-01
2013M05;08 COMMUNICATION;85,59;-7,21;-0,51;-0,165;-0,010;2013-05-01
2013M05;09 RECREATION AND CULTURE;100,68;0,61;-0,12;0,075;-0,015;2013-05-01
2013M05;10 EDUCATION;107,46;3,40;0,00;0,016;0,000;2013-05-01
2013M05;11 RESTAURANTS AND HOTELS;110,65;4,37;-0,09;0,312;-0,006;2013-05-01
2013M05;12 MISCELLANEOUS GOODS AND SERVICES;108,15;-0,08;0,10;-0,005;0,006;2013-05-01
2013M06;0 CONSUMER PRICE INDEX;107,95;1,41;-0,06;1,418;-0,064;2013-06-01
2013M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,18;6,33;-0,81;0,853;-0,116;2013-06-01
2013M06;02 ALCOHOLIC BEVERAGES, TOBACCO;110,28;1,61;-0,11;0,089;-0,006;2013-06-01
2013M06;03 CLOTHING AND FOOTWEAR;102,54;-0,96;-2,94;-0,054;-0,156;2013-06-01
2013M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;108,76;0,11;0,54;0,024;0,119;2013-06-01
2013M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,39;1,44;-0,36;0,081;-0,021;2013-06-01
2013M06;06 HEALTH;101,32;0,28;-0,19;0,013;-0,009;2013-06-01
2013M06;07 TRANSPORT;110,81;1,66;1,11;0,226;0,149;2013-06-01
2013M06;08 COMMUNICATION;84,99;-7,89;-0,70;-0,181;-0,014;2013-06-01
2013M06;09 RECREATION AND CULTURE;100,59;0,25;-0,08;0,031;-0,010;2013-06-01
2013M06;10 EDUCATION;107,46;3,40;0,00;0,016;0,000;2013-06-01
2013M06;11 RESTAURANTS AND HOTELS;110,81;4,11;0,14;0,294;0,010;2013-06-01
2013M06;12 MISCELLANEOUS GOODS AND SERVICES;108,12;0,25;-0,02;0,017;-0,001;2013-06-01
2013M07;0 CONSUMER PRICE INDEX;107,93;1,59;-0,01;1,590;-0,018;2013-07-01
2013M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,39;6,30;0,17;0,853;0,025;2013-07-01
2013M07;02 ALCOHOLIC BEVERAGES, TOBACCO;110,19;1,61;-0,08;0,089;-0,004;2013-07-01
2013M07;03 CLOTHING AND FOOTWEAR;96,30;-1,53;-6,08;-0,087;-0,314;2013-07-01
2013M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,01;0,18;0,22;0,039;0,050;2013-07-01
2013M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,31;1,43;-1,02;0,078;-0,058;2013-07-01
2013M07;06 HEALTH;105,31;4,46;3,93;0,223;0,195;2013-07-01
2013M07;07 TRANSPORT;111,87;1,78;0,95;0,244;0,129;2013-07-01
2013M07;08 COMMUNICATION;84,77;-9,25;-0,25;-0,215;-0,005;2013-07-01
2013M07;09 RECREATION AND CULTURE;99,86;-0,17;-0,72;-0,022;-0,087;2013-07-01
2013M07;10 EDUCATION;107,46;3,40;0,00;0,016;0,000;2013-07-01
2013M07;11 RESTAURANTS AND HOTELS;111,71;4,60;0,81;0,331;0,059;2013-07-01
2013M07;12 MISCELLANEOUS GOODS AND SERVICES;107,92;0,41;-0,18;0,028;-0,012;2013-07-01
2013M08;0 CONSUMER PRICE INDEX;107,76;1,24;-0,15;1,240;-0,157;2013-08-01
2013M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,90;5,00;-1,25;0,675;-0,178;2013-08-01
2013M08;02 ALCOHOLIC BEVERAGES, TOBACCO;110,15;1,53;-0,03;0,084;-0,002;2013-08-01
2013M08;03 CLOTHING AND FOOTWEAR;100,48;-2,71;4,34;-0,146;0,210;2013-08-01
2013M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;108,84;0,16;-0,15;0,035;-0,034;2013-08-01
2013M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,72;0,94;0,39;0,052;0,022;2013-08-01
2013M08;06 HEALTH;105,25;4,34;-0,05;0,216;-0,002;2013-08-01
2013M08;07 TRANSPORT;110,86;1,08;-0,90;0,148;-0,123;2013-08-01
2013M08;08 COMMUNICATION;84,03;-7,44;-0,87;-0,168;-0,018;2013-08-01
2013M08;09 RECREATION AND CULTURE;99,56;-0,04;-0,30;-0,005;-0,036;2013-08-01
2013M08;10 EDUCATION;107,46;3,40;0,00;0,016;0,000;2013-08-01
2013M08;11 RESTAURANTS AND HOTELS;111,65;4,01;-0,05;0,289;-0,003;2013-08-01
2013M08;12 MISCELLANEOUS GOODS AND SERVICES;108,11;0,53;0,17;0,036;0,011;2013-08-01
2013M09;0 CONSUMER PRICE INDEX;108,14;1,19;0,35;1,197;0,352;2013-09-01
2013M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,67;3,96;-0,19;0,537;-0,027;2013-09-01
2013M09;02 ALCOHOLIC BEVERAGES, TOBACCO;110,28;1,39;0,11;0,076;0,006;2013-09-01
2013M09;03 CLOTHING AND FOOTWEAR;104,94;-1,33;4,43;-0,072;0,224;2013-09-01
2013M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,02;0,46;0,16;0,100;0,036;2013-09-01
2013M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,78;1,15;1,01;0,065;0,057;2013-09-01
2013M09;06 HEALTH;105,31;4,32;0,05;0,215;0,002;2013-09-01
2013M09;07 TRANSPORT;110,50;0,18;-0,32;0,025;-0,044;2013-09-01
2013M09;08 COMMUNICATION;84,57;-6,62;0,64;-0,149;0,013;2013-09-01
2013M09;09 RECREATION AND CULTURE;100,12;0,16;0,56;0,018;0,067;2013-09-01
2013M09;10 EDUCATION;109,05;1,78;1,47;0,008;0,006;2013-09-01
2013M09;11 RESTAURANTS AND HOTELS;111,49;4,13;-0,14;0,296;-0,010;2013-09-01
2013M09;12 MISCELLANEOUS GOODS AND SERVICES;108,31;0,92;0,18;0,061;0,012;2013-09-01
2013M10;0 CONSUMER PRICE INDEX;108,29;1,18;0,13;1,186;0,138;2013-10-01
2013M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,07;3,75;0,34;0,511;0,047;2013-10-01
2013M10;02 ALCOHOLIC BEVERAGES, TOBACCO;110,33;1,49;0,04;0,082;0,002;2013-10-01
2013M10;03 CLOTHING AND FOOTWEAR;106,09;-0,29;1,09;-0,015;0,057;2013-10-01
2013M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,00;0,43;-0,01;0,094;-0,004;2013-10-01
2013M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,09;1,41;0,29;0,080;0,016;2013-10-01
2013M10;06 HEALTH;103,71;2,24;-1,51;0,112;-0,078;2013-10-01
2013M10;07 TRANSPORT;110,23;-0,26;-0,24;-0,035;-0,033;2013-10-01
2013M10;08 COMMUNICATION;84,20;-4,45;-0,43;-0,097;-0,009;2013-10-01
2013M10;09 RECREATION AND CULTURE;101,38;0,78;1,25;0,095;0,151;2013-10-01
2013M10;10 EDUCATION;109,05;1,78;0,00;0,008;0,000;2013-10-01
2013M10;11 RESTAURANTS AND HOTELS;111,18;3,69;-0,27;0,264;-0,020;2013-10-01
2013M10;12 MISCELLANEOUS GOODS AND SERVICES;108,45;1,26;0,12;0,084;0,008;2013-10-01
2013M11;0 CONSUMER PRICE INDEX;108,13;1,36;-0,14;1,368;-0,147;2013-11-01
2013M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,76;3,49;0,58;0,482;0,082;2013-11-01
2013M11;02 ALCOHOLIC BEVERAGES, TOBACCO;110,35;1,63;0,01;0,090;0,001;2013-11-01
2013M11;03 CLOTHING AND FOOTWEAR;106,30;-0,24;0,19;-0,012;0,010;2013-11-01
2013M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;108,51;0,97;-0,44;0,215;-0,099;2013-11-01
2013M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,39;1,24;0,28;0,072;0,016;2013-11-01
2013M11;06 HEALTH;103,78;2,17;0,06;0,109;0,003;2013-11-01
2013M11;07 TRANSPORT;108,47;-0,14;-1,59;-0,020;-0,214;2013-11-01
2013M11;08 COMMUNICATION;85,32;-3,72;1,33;-0,082;0,027;2013-11-01
2013M11;09 RECREATION AND CULTURE;101,27;0,86;-0,10;0,105;-0,013;2013-11-01
2013M11;10 EDUCATION;109,05;1,78;0,00;0,008;0,000;2013-11-01
2013M11;11 RESTAURANTS AND HOTELS;111,70;3,91;0,46;0,282;0,034;2013-11-01
2013M11;12 MISCELLANEOUS GOODS AND SERVICES;108,53;1,71;0,07;0,114;0,004;2013-11-01
2013M12;0 CONSUMER PRICE INDEX;108,53;1,61;0,36;1,610;0,369;2013-12-01
2013M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,80;3,63;0,88;0,504;0,124;2013-12-01
2013M12;02 ALCOHOLIC BEVERAGES, TOBACCO;110,38;1,72;0,02;0,095;0,001;2013-12-01
2013M12;03 CLOTHING AND FOOTWEAR;105,74;-0,58;-0,52;-0,031;-0,028;2013-12-01
2013M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;108,75;1,39;0,22;0,308;0,048;2013-12-01
2013M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,29;1,13;-0,09;0,065;-0,005;2013-12-01
2013M12;06 HEALTH;103,73;2,32;-0,04;0,116;-0,002;2013-12-01
2013M12;07 TRANSPORT;109,36;0,30;0,82;0,040;0,108;2013-12-01
2013M12;08 COMMUNICATION;86,32;-1,34;1,17;-0,029;0,024;2013-12-01
2013M12;09 RECREATION AND CULTURE;102,00;1,14;0,72;0,140;0,087;2013-12-01
2013M12;10 EDUCATION;109,05;1,78;0,00;0,008;0,000;2013-12-01
2013M12;11 RESTAURANTS AND HOTELS;111,78;3,67;0,07;0,265;0,005;2013-12-01
2013M12;12 MISCELLANEOUS GOODS AND SERVICES;108,61;1,92;0,07;0,128;0,004;2013-12-01
2014M01;0 CONSUMER PRICE INDEX;108,46;1,63;-0,06;1,621;-0,069;2014-01-01
2014M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,57;3,91;0,64;0,543;0,091;2014-01-01
2014M01;02 ALCOHOLIC BEVERAGES, TOBACCO;113,54;2,96;2,86;0,156;0,151;2014-01-01
2014M01;03 CLOTHING AND FOOTWEAR;96,52;-2,41;-8,71;-0,126;-0,474;2014-01-01
2014M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,12;1,41;0,34;0,308;0,072;2014-01-01
2014M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,47;1,50;-0,77;0,086;-0,044;2014-01-01
2014M01;06 HEALTH;103,70;2,83;-0,02;0,141;-0,001;2014-01-01
2014M01;07 TRANSPORT;109,00;0,36;-0,32;0,050;-0,042;2014-01-01
2014M01;08 COMMUNICATION;88,44;0,34;2,45;0,005;0,050;2014-01-01
2014M01;09 RECREATION AND CULTURE;101,65;0,90;-0,34;0,109;-0,043;2014-01-01
2014M01;10 EDUCATION;112,78;5,24;3,42;0,024;0,016;2014-01-01
2014M01;11 RESTAURANTS AND HOTELS;112,68;2,35;0,80;0,172;0,059;2014-01-01
2014M01;12 MISCELLANEOUS GOODS AND SERVICES;110,08;2,14;1,35;0,142;0,090;2014-01-01
2014M02;0 CONSUMER PRICE INDEX;108,73;1,28;0,24;1,284;0,250;2014-02-01
2014M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,56;1,64;0,00;0,233;0,000;2014-02-01
2014M02;02 ALCOHOLIC BEVERAGES, TOBACCO;113,59;2,99;0,04;0,158;0,002;2014-02-01
2014M02;03 CLOTHING AND FOOTWEAR;99,02;1,75;2,59;0,080;0,128;2014-02-01
2014M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,20;0,94;0,07;0,206;0,017;2014-02-01
2014M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,66;0,88;0,18;0,050;0,009;2014-02-01
2014M02;06 HEALTH;104,00;3,28;0,28;0,163;0,015;2014-02-01
2014M02;07 TRANSPORT;109,20;-0,59;0,18;-0,079;0,023;2014-02-01
2014M02;08 COMMUNICATION;88,10;1,05;-0,38;0,021;-0,008;2014-02-01
2014M02;09 RECREATION AND CULTURE;101,94;0,65;0,28;0,079;0,034;2014-02-01
2014M02;10 EDUCATION;112,78;5,24;0,00;0,024;0,000;2014-02-01
2014M02;11 RESTAURANTS AND HOTELS;113,23;2,78;0,48;0,202;0,035;2014-02-01
2014M02;12 MISCELLANEOUS GOODS AND SERVICES;110,01;2,06;-0,06;0,138;-0,004;2014-02-01
2014M03;0 CONSUMER PRICE INDEX;108,98;1,05;0,22;1,053;0,229;2014-03-01
2014M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,62;0,36;-0,78;0,050;-0,113;2014-03-01
2014M03;02 ALCOHOLIC BEVERAGES, TOBACCO;113,63;2,97;0,03;0,157;0,001;2014-03-01
2014M03;03 CLOTHING AND FOOTWEAR;104,93;2,57;5,96;0,131;0,303;2014-03-01
2014M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,24;0,88;0,03;0,190;0,006;2014-03-01
2014M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,61;0,84;0,89;0,048;0,052;2014-03-01
2014M03;06 HEALTH;104,07;2,57;0,06;0,128;0,003;2014-03-01
2014M03;07 TRANSPORT;109,04;-1,03;-0,14;-0,138;-0,019;2014-03-01
2014M03;08 COMMUNICATION;88,03;2,22;-0,07;0,046;-0,001;2014-03-01
2014M03;09 RECREATION AND CULTURE;101,68;0,70;-0,25;0,084;-0,030;2014-03-01
2014M03;10 EDUCATION;112,78;5,24;0,00;0,024;0,000;2014-03-01
2014M03;11 RESTAURANTS AND HOTELS;113,48;2,51;0,22;0,182;0,016;2014-03-01
2014M03;12 MISCELLANEOUS GOODS AND SERVICES;110,16;2,11;0,13;0,140;0,008;2014-03-01
2014M04;0 CONSUMER PRICE INDEX;109,14;1,05;0,14;1,054;0,149;2014-04-01
2014M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,25;-0,53;-0,31;-0,077;-0,043;2014-04-01
2014M04;02 ALCOHOLIC BEVERAGES, TOBACCO;114,01;3,29;0,33;0,173;0,017;2014-04-01
2014M04;03 CLOTHING AND FOOTWEAR;105,25;0,01;0,30;0,000;0,016;2014-04-01
2014M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,18;1,18;-0,05;0,257;-0,010;2014-04-01
2014M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,67;0,53;0,05;0,030;0,003;2014-04-01
2014M04;06 HEALTH;105,65;4,30;1,51;0,219;0,082;2014-04-01
2014M04;07 TRANSPORT;109,64;-0,39;0,55;-0,054;0,070;2014-04-01
2014M04;08 COMMUNICATION;88,38;2,73;0,39;0,056;0,008;2014-04-01
2014M04;09 RECREATION AND CULTURE;101,43;0,61;-0,24;0,073;-0,029;2014-04-01
2014M04;10 EDUCATION;112,85;5,01;0,06;0,023;0,000;2014-04-01
2014M04;11 RESTAURANTS AND HOTELS;113,57;2,54;0,07;0,184;0,005;2014-04-01
2014M04;12 MISCELLANEOUS GOODS AND SERVICES;110,60;2,36;0,39;0,157;0,027;2014-04-01
2014M05;0 CONSUMER PRICE INDEX;108,87;0,78;-0,24;0,784;-0,248;2014-05-01
2014M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,40;-1,46;-0,71;-0,210;-0,100;2014-05-01
2014M05;02 ALCOHOLIC BEVERAGES, TOBACCO;114,01;3,26;0,00;0,171;0,000;2014-05-01
2014M05;03 CLOTHING AND FOOTWEAR;104,02;-1,54;-1,16;-0,084;-0,063;2014-05-01
2014M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,30;1,04;0,10;0,227;0,024;2014-05-01
2014M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,52;0,69;-0,14;0,039;-0,008;2014-05-01
2014M05;06 HEALTH;105,75;4,16;0,09;0,214;0,005;2014-05-01
2014M05;07 TRANSPORT;109,19;-0,36;-0,41;-0,049;-0,053;2014-05-01
2014M05;08 COMMUNICATION;87,09;1,75;-1,45;0,036;-0,031;2014-05-01
2014M05;09 RECREATION AND CULTURE;101,26;0,57;-0,16;0,068;-0,020;2014-05-01
2014M05;10 EDUCATION;112,85;5,01;0,00;0,023;0,000;2014-05-01
2014M05;11 RESTAURANTS AND HOTELS;113,58;2,64;0,00;0,192;0,000;2014-05-01
2014M05;12 MISCELLANEOUS GOODS AND SERVICES;110,67;2,33;0,06;0,155;0,004;2014-05-01
2014M06;0 CONSUMER PRICE INDEX;108,95;0,92;0,07;0,914;0,069;2014-06-01
2014M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,55;-0,53;0,12;-0,075;0,018;2014-06-01
2014M06;02 ALCOHOLIC BEVERAGES, TOBACCO;115,53;4,76;1,33;0,251;0,072;2014-06-01
2014M06;03 CLOTHING AND FOOTWEAR;99,34;-3,12;-4,49;-0,168;-0,239;2014-06-01
2014M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,11;1,24;0,74;0,270;0,161;2014-06-01
2014M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,70;0,29;-0,76;0,016;-0,044;2014-06-01
2014M06;06 HEALTH;105,64;4,26;-0,10;0,217;-0,006;2014-06-01
2014M06;07 TRANSPORT;110,05;-0,68;0,78;-0,097;0,101;2014-06-01
2014M06;08 COMMUNICATION;86,90;2,24;-0,21;0,046;-0,004;2014-06-01
2014M06;09 RECREATION AND CULTURE;101,17;0,57;-0,08;0,068;-0,011;2014-06-01
2014M06;10 EDUCATION;112,85;5,01;0,00;0,023;0,000;2014-06-01
2014M06;11 RESTAURANTS AND HOTELS;114,01;2,88;0,37;0,209;0,027;2014-06-01
2014M06;12 MISCELLANEOUS GOODS AND SERVICES;110,52;2,21;-0,13;0,148;-0,008;2014-06-01
2014M07;0 CONSUMER PRICE INDEX;108,83;0,83;-0,11;0,824;-0,109;2014-07-01
2014M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,40;-0,83;-0,12;-0,119;-0,019;2014-07-01
2014M07;02 ALCOHOLIC BEVERAGES, TOBACCO;115,08;4,43;-0,38;0,234;-0,021;2014-07-01
2014M07;03 CLOTHING AND FOOTWEAR;93,80;-2,59;-5,57;-0,138;-0,283;2014-07-01
2014M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,18;1,07;0,06;0,235;0,015;2014-07-01
2014M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,81;0,47;-0,84;0,026;-0,048;2014-07-01
2014M07;06 HEALTH;107,91;2,46;2,14;0,141;0,119;2014-07-01
2014M07;07 TRANSPORT;111,20;-0,59;1,04;-0,092;0,134;2014-07-01
2014M07;08 COMMUNICATION;87,02;2,65;0,13;0,054;0,002;2014-07-01
2014M07;09 RECREATION AND CULTURE;101,24;1,38;0,06;0,164;0,008;2014-07-01
2014M07;10 EDUCATION;112,85;5,01;0,00;0,023;0,000;2014-07-01
2014M07;11 RESTAURANTS AND HOTELS;113,90;1,96;-0,09;0,143;-0,006;2014-07-01
2014M07;12 MISCELLANEOUS GOODS AND SERVICES;110,39;2,28;-0,11;0,151;-0,008;2014-07-01
2014M08;0 CONSUMER PRICE INDEX;108,99;1,14;0,14;1,133;0,149;2014-08-01
2014M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,00;0,08;-0,34;0,012;-0,046;2014-08-01
2014M08;02 ALCOHOLIC BEVERAGES, TOBACCO;115,09;4,48;0,00;0,236;0,000;2014-08-01
2014M08;03 CLOTHING AND FOOTWEAR;98,35;-2,11;4,85;-0,114;0,233;2014-08-01
2014M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,37;1,40;0,17;0,305;0,037;2014-08-01
2014M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,93;0,20;0,11;0,010;0,006;2014-08-01
2014M08;06 HEALTH;107,79;2,41;-0,11;0,137;-0,006;2014-08-01
2014M08;07 TRANSPORT;110,02;-0,75;-1,06;-0,107;-0,137;2014-08-01
2014M08;08 COMMUNICATION;86,50;2,93;-0,59;0,061;-0,012;2014-08-01
2014M08;09 RECREATION AND CULTURE;101,02;1,46;-0,21;0,174;-0,027;2014-08-01
2014M08;10 EDUCATION;112,85;5,01;0,00;0,023;0,000;2014-08-01
2014M08;11 RESTAURANTS AND HOTELS;114,84;2,85;0,82;0,208;0,061;2014-08-01
2014M08;12 MISCELLANEOUS GOODS AND SERVICES;110,99;2,66;0,54;0,177;0,037;2014-08-01
2014M09;0 CONSUMER PRICE INDEX;109,58;1,33;0,54;1,335;0,547;2014-09-01
2014M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,65;0,83;0,55;0,116;0,077;2014-09-01
2014M09;02 ALCOHOLIC BEVERAGES, TOBACCO;115,07;4,34;-0,01;0,229;-0,001;2014-09-01
2014M09;03 CLOTHING AND FOOTWEAR;106,07;1,07;7,84;0,056;0,394;2014-09-01
2014M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,43;1,29;0,05;0,283;0,013;2014-09-01
2014M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,08;0,28;1,09;0,015;0,063;2014-09-01
2014M09;06 HEALTH;107,88;2,44;0,08;0,140;0,004;2014-09-01
2014M09;07 TRANSPORT;109,72;-0,70;-0,27;-0,098;-0,035;2014-09-01
2014M09;08 COMMUNICATION;86,44;2,21;-0,06;0,046;-0,001;2014-09-01
2014M09;09 RECREATION AND CULTURE;101,40;1,27;0,37;0,153;0,046;2014-09-01
2014M09;10 EDUCATION;116,84;7,14;3,53;0,034;0,017;2014-09-01
2014M09;11 RESTAURANTS AND HOTELS;114,17;2,40;-0,58;0,175;-0,043;2014-09-01
2014M09;12 MISCELLANEOUS GOODS AND SERVICES;111,16;2,63;0,15;0,176;0,010;2014-09-01
2014M10;0 CONSUMER PRICE INDEX;109,39;1,01;-0,17;1,006;-0,188;2014-10-01
2014M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,83;-0,20;-0,69;-0,030;-0,098;2014-10-01
2014M10;02 ALCOHOLIC BEVERAGES, TOBACCO;115,57;4,74;0,43;0,250;0,024;2014-10-01
2014M10;03 CLOTHING AND FOOTWEAR;106,46;0,34;0,36;0,018;0,019;2014-10-01
2014M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,46;1,33;0,02;0,294;0,006;2014-10-01
2014M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,48;0,36;0,37;0,021;0,021;2014-10-01
2014M10;06 HEALTH;106,34;2,53;-1,42;0,137;-0,080;2014-10-01
2014M10;07 TRANSPORT;109,13;-0,99;-0,53;-0,134;-0,068;2014-10-01
2014M10;08 COMMUNICATION;85,66;1,73;-0,90;0,036;-0,018;2014-10-01
2014M10;09 RECREATION AND CULTURE;101,72;0,33;0,31;0,039;0,038;2014-10-01
2014M10;10 EDUCATION;116,84;7,14;0,00;0,034;0,000;2014-10-01
2014M10;11 RESTAURANTS AND HOTELS;113,79;2,34;-0,33;0,170;-0,024;2014-10-01
2014M10;12 MISCELLANEOUS GOODS AND SERVICES;111,14;2,48;-0,01;0,166;-0,001;2014-10-01
2014M11;0 CONSUMER PRICE INDEX;109,18;0,97;-0,19;0,975;-0,178;2014-11-01
2014M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,33;-0,36;0,42;-0,053;0,059;2014-11-01
2014M11;02 ALCOHOLIC BEVERAGES, TOBACCO;115,35;4,53;-0,19;0,239;-0,011;2014-11-01
2014M11;03 CLOTHING AND FOOTWEAR;107,51;1,13;0,98;0,062;0,053;2014-11-01
2014M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;110,25;1,60;-0,19;0,348;-0,043;2014-11-01
2014M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,90;0,47;0,39;0,027;0,022;2014-11-01
2014M11;06 HEALTH;106,50;2,62;0,15;0,142;0,008;2014-11-01
2014M11;07 TRANSPORT;107,33;-1,05;-1,64;-0,129;-0,209;2014-11-01
2014M11;08 COMMUNICATION;84,49;-0,97;-1,36;-0,019;-0,027;2014-11-01
2014M11;09 RECREATION AND CULTURE;101,11;-0,15;-0,59;-0,021;-0,073;2014-11-01
2014M11;10 EDUCATION;116,84;7,14;0,00;0,034;0,000;2014-11-01
2014M11;11 RESTAURANTS AND HOTELS;114,30;2,32;0,44;0,169;0,032;2014-11-01
2014M11;12 MISCELLANEOUS GOODS AND SERVICES;111,19;2,45;0,04;0,163;0,002;2014-11-01
2014M12;0 CONSUMER PRICE INDEX;109,04;0,46;-0,12;0,459;-0,139;2014-12-01
2014M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,67;-0,95;0,28;-0,135;0,042;2014-12-01
2014M12;02 ALCOHOLIC BEVERAGES, TOBACCO;115,25;4,41;-0,08;0,233;-0,004;2014-12-01
2014M12;03 CLOTHING AND FOOTWEAR;105,35;-0,36;-2,00;-0,020;-0,110;2014-12-01
2014M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;109,91;1,06;-0,30;0,232;-0,067;2014-12-01
2014M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;106,47;0,16;-0,40;0,009;-0,023;2014-12-01
2014M12;06 HEALTH;106,37;2,54;-0,12;0,138;-0,007;2014-12-01
2014M12;07 TRANSPORT;106,62;-2,50;-0,66;-0,322;-0,082;2014-12-01
2014M12;08 COMMUNICATION;84,28;-2,36;-0,24;-0,049;-0,005;2014-12-01
2014M12;09 RECREATION AND CULTURE;102,21;0,20;1,08;0,024;0,133;2014-12-01
2014M12;10 EDUCATION;116,84;7,14;0,00;0,034;0,000;2014-12-01
